?f  term10  ?b  ?a  term5  ?f   => ?a  term6  ?b   0.542910448
?f  term6  ?b  ?a  term9  ?f   => ?a  term6  ?b   0.582901554
?a  term10  ?f  ?f  term6  ?b   => ?a  term6  ?b   0.5433070870000001
?e  term11  ?a  ?e  term6  ?b   => ?a  term6  ?b   0.5878787879999999
?e  term2  ?a  ?e  term6  ?b   => ?a  term6  ?b   0.666666667
?e  term2  ?a  ?e  term22  ?b   => ?a  term6  ?b   0.615384615
?f  term19  ?a  ?b  term20  ?f   => ?a  term5  ?b   0.5
?b  term25  ?f  ?f  term7  ?a   => ?a  term5  ?b   0.636363636
?f  term16  ?a  ?b  term25  ?f   => ?a  term5  ?b   0.6122448979999999
?b  term25  ?f  ?a  term8  ?f   => ?a  term5  ?b   0.607142857
?a  term16  ?f  ?b  term25  ?f   => ?a  term5  ?b   0.615384615
?b  term19  ?f  ?f  term20  ?a   => ?a  term5  ?b   0.518518519
?f  term12  ?a  ?b  term19  ?f   => ?a  term5  ?b   0.545454545
?f  term17  ?a  ?b  term19  ?f   => ?a  term5  ?b   0.5555555560000001
?a  term12  ?f  ?b  term19  ?f   => ?a  term5  ?b   0.636363636
?f  term13  ?a  ?b  term19  ?f   => ?a  term5  ?b   0.533333333
?a  term17  ?f  ?b  term19  ?f   => ?a  term5  ?b   0.666666667
?b  term19  ?f  ?a  term20  ?f   => ?a  term5  ?b   0.5
?a  term14  ?f  ?b  term19  ?f   => ?a  term5  ?b   0.833333333
?a  term5  ?f  ?f  term9  ?b   => ?a  term5  ?b   0.605555556
?a  term6  ?f  ?f  term9  ?b   => ?a  term5  ?b   0.547445255
?a  term10  ?f  ?f  term5  ?b   => ?a  term5  ?b   0.583184258
?f  term5  ?b  ?a  term9  ?f   => ?a  term5  ?b   0.5915492960000001
?f  term24  ?b  ?a  term9  ?f   => ?a  term5  ?b   0.5555555560000001
?a  term0  ?f  ?f  term24  ?b   => ?a  term5  ?b   1.0
?e  term15  ?a  ?e  term9  ?b   => ?a  term5  ?b   0.525035765
?e  term11  ?a  ?e  term5  ?b   => ?a  term5  ?b   0.611428571
?e  term2  ?a  ?e  term5  ?b   => ?a  term5  ?b   0.607142857
?e  term19  ?a  ?e  term20  ?b   => ?a  term5  ?b   0.5
?b  term17  ?f  ?f  term25  ?a   => ?a  term10  ?b   0.56
?e  term17  ?b  ?e  term25  ?a   => ?a  term10  ?b   0.52173913
?a  term25  ?f  ?b  term8  ?f   => ?a  term15  ?b   0.6785714290000001
?f  term24  ?a  ?b  term7  ?f   => ?a  term15  ?b   0.666666667
?a  term14  ?f  ?b  term7  ?f   => ?a  term15  ?b   0.666666667
?b  term5  ?f  ?f  term9  ?a   => ?a  term15  ?b   0.592592593
?f  term10  ?a  ?b  term5  ?f   => ?a  term15  ?b   0.503731343
?b  term6  ?f  ?f  term9  ?a   => ?a  term15  ?b   0.54379562
?f  term10  ?a  ?b  term6  ?f   => ?a  term15  ?b   0.518962076
?a  term11  ?f  ?b  term5  ?f   => ?a  term15  ?b   0.605110337
?a  term11  ?f  ?b  term6  ?f   => ?a  term15  ?b   0.5493895670000001
?b  term16  ?f  ?a  term25  ?f   => ?a  term15  ?b   0.7179487179999999
?b  term10  ?f  ?f  term6  ?a   => ?a  term15  ?b   0.5433070870000001
?b  term10  ?f  ?f  term5  ?a   => ?a  term15  ?b   0.576028623
?b  term10  ?f  ?a  term15  ?f   => ?a  term15  ?b   0.567030785
?f  term5  ?a  ?b  term9  ?f   => ?a  term15  ?b   0.599597586
?f  term6  ?a  ?b  term9  ?f   => ?a  term15  ?b   0.569948187
?a  term15  ?f  ?b  term9  ?f   => ?a  term15  ?b   0.586285714
?f  term0  ?a  ?b  term15  ?f   => ?a  term15  ?b   0.503293808
?a  term0  ?f  ?b  term15  ?f   => ?a  term15  ?b   0.50928382
?b  term17  ?f  ?a  term19  ?f   => ?a  term15  ?b   0.533333333
?f  term1  ?a  ?b  term22  ?f   => ?a  term15  ?b   0.528089888
?a  term2  ?f  ?b  term22  ?f   => ?a  term15  ?b   0.619791667
?b  term12  ?f  ?a  term19  ?f   => ?a  term15  ?b   0.545454545
?a  term19  ?f  ?b  term20  ?f   => ?a  term15  ?b   0.6
?a  term11  ?f  ?f  term15  ?b   => ?a  term15  ?b   0.535745047
?a  term15  ?f  ?f  term2  ?b   => ?a  term15  ?b   0.625592417
?f  term11  ?b  ?a  term15  ?f   => ?a  term15  ?b   0.60443996
?a  term18  ?f  ?f  term2  ?b   => ?a  term15  ?b   0.524054983
?a  term0  ?f  ?f  term6  ?b   => ?a  term15  ?b   0.5395348839999999
?f  term2  ?b  ?a  term22  ?f   => ?a  term15  ?b   0.548672566
?f  term19  ?b  ?a  term20  ?f   => ?a  term15  ?b   0.681818182
?f  term18  ?b  ?a  term2  ?f   => ?a  term15  ?b   0.575144509
?f  term15  ?b  ?a  term2  ?f   => ?a  term15  ?b   0.523809524
?a  term2  ?f  ?f  term22  ?b   => ?a  term15  ?b   0.661016949
?f  term16  ?b  ?a  term25  ?f   => ?a  term15  ?b   0.775510204
?a  term25  ?f  ?f  term7  ?b   => ?a  term15  ?b   0.681818182
?a  term19  ?f  ?f  term20  ?b   => ?a  term15  ?b   0.518518519
?a  term25  ?f  ?f  term8  ?b   => ?a  term15  ?b   0.565217391
?e  term11  ?b  ?e  term5  ?a   => ?a  term15  ?b   0.611428571
?e  term11  ?b  ?e  term6  ?a   => ?a  term15  ?b   0.595959596
?e  term15  ?b  ?e  term9  ?a   => ?a  term15  ?b   0.512160229
?e  term18  ?a  ?e  term2  ?b   => ?a  term15  ?b   0.541425819
?e  term2  ?b  ?e  term6  ?a   => ?a  term15  ?b   0.683333333
?e  term2  ?b  ?e  term5  ?a   => ?a  term15  ?b   0.595238095
?e  term0  ?a  ?e  term6  ?b   => ?a  term15  ?b   0.515350877
?e  term1  ?a  ?e  term22  ?b   => ?a  term15  ?b   0.57827476
?e  term19  ?b  ?e  term20  ?a   => ?a  term15  ?b   0.605263158
?f  term25  ?b  ?a  term3  ?f   => ?a  term9  ?b   0.6
?e  term12  ?b  ?e  term14  ?a   => ?a  term9  ?b   0.578947368
?b  term11  ?f  ?f  term2  ?a   => ?a  term1  ?b   0.515151515
?b  term13  ?f  ?a  term14  ?f   => ?a  term1  ?b   0.642857143
?a  term13  ?f  ?b  term14  ?f   => ?a  term1  ?b   0.571428571
?a  term17  ?f  ?b  term25  ?f   => ?a  term1  ?b   0.5
?b  term24  ?f  ?f  term4  ?a   => ?a  term1  ?b   0.8
?a  term13  ?f  ?f  term24  ?b   => ?a  term1  ?b   0.9
?a  term24  ?f  ?f  term4  ?b   => ?a  term1  ?b   0.8
?e  term10  ?b  ?e  term2  ?a   => ?a  term1  ?b   0.513661202
?e  term2  ?a  ?e  term9  ?b   => ?a  term1  ?b   0.5074626870000001
?e  term12  ?b  ?e  term25  ?a   => ?a  term1  ?b   0.5
?b  term20  ?f  ?a  term5  ?f   => ?a  term8  ?b   0.504710633
?b  term17  ?f  ?a  term6  ?f   => ?a  term8  ?b   0.531746032
?b  term25  ?f  ?f  term5  ?a   => ?a  term8  ?b   0.529411765
?b  term21  ?f  ?a  term9  ?f   => ?a  term8  ?b   1.0
?f  term11  ?a  ?b  term19  ?f   => ?a  term8  ?b   0.580645161
?f  term10  ?a  ?b  term19  ?f   => ?a  term8  ?b   0.517241379
?b  term19  ?f  ?a  term9  ?f   => ?a  term8  ?b   0.542857143
?f  term14  ?b  ?a  term18  ?f   => ?a  term8  ?b   0.502923977
?f  term20  ?b  ?a  term6  ?f   => ?a  term8  ?b   0.608695652
?f  term17  ?b  ?a  term6  ?f   => ?a  term8  ?b   0.564150943
?f  term20  ?b  ?a  term5  ?f   => ?a  term8  ?b   0.514442916
?f  term24  ?b  ?a  term4  ?f   => ?a  term8  ?b   0.7
?a  term13  ?f  ?f  term5  ?b   => ?a  term8  ?b   0.514333895
?a  term12  ?f  ?f  term5  ?b   => ?a  term8  ?b   0.522504892
?a  term17  ?f  ?f  term5  ?b   => ?a  term8  ?b   0.503649635
?f  term20  ?b  ?a  term22  ?f   => ?a  term8  ?b   0.576923077
?a  term14  ?f  ?f  term5  ?b   => ?a  term8  ?b   0.576923077
?e  term17  ?a  ?e  term5  ?b   => ?a  term8  ?b   0.512155592
?e  term12  ?a  ?e  term5  ?b   => ?a  term8  ?b   0.5580645160000001
?e  term14  ?a  ?e  term5  ?b   => ?a  term8  ?b   0.542553191
?e  term15  ?a  ?e  term20  ?b   => ?a  term8  ?b   0.501992032
?e  term20  ?b  ?e  term22  ?a   => ?a  term8  ?b   0.583333333
?e  term12  ?b  ?e  term15  ?a   => ?a  term8  ?b   0.5
?e  term14  ?b  ?e  term22  ?a   => ?a  term8  ?b   0.5
?e  term24  ?b  ?e  term4  ?a   => ?a  term8  ?b   0.538461538
?a  term5  ?f  ?b  term7  ?f   => ?a  term13  ?b   0.571428571
?f  term2  ?a  ?b  term24  ?f   => ?a  term13  ?b   0.583333333
?a  term1  ?f  ?b  term24  ?f   => ?a  term13  ?b   0.75
?b  term20  ?f  ?f  term21  ?a   => ?a  term18  ?b   0.75
?a  term20  ?f  ?f  term21  ?b   => ?a  term18  ?b   0.625
?e  term17  ?b  ?e  term19  ?a   => ?a  term18  ?b   0.6
?e  term17  ?a  ?e  term19  ?b   => ?a  term18  ?b   0.6
?b  term13  ?f  ?f  term24  ?a   => ?a  term2  ?b   0.7
?b  term17  ?f  ?a  term25  ?f   => ?a  term2  ?b   0.5
?b  term14  ?f  ?a  term25  ?f   => ?a  term2  ?b   0.5
?f  term13  ?b  ?a  term25  ?f   => ?a  term2  ?b   0.5
?a  term14  ?f  ?f  term25  ?b   => ?a  term2  ?b   1.0
?e  term24  ?a  ?e  term3  ?b   => ?a  term2  ?b   0.5
?e  term12  ?a  ?e  term25  ?b   => ?a  term2  ?b   0.5
?b  term12  ?f  ?f  term25  ?a   => ?a  term3  ?b   0.6
?a  term10  ?f  ?f  term24  ?b   => ?a  term3  ?b   0.625
?e  term24  ?a  ?e  term7  ?b   => ?a  term3  ?b   0.545454545
?a  term14  ?f  ?b  term18  ?f   => ?a  term16  ?b   0.517241379
?f  term17  ?a  ?b  term5  ?f   => ?a  term16  ?b   0.5120481929999999
?f  term3  ?a  ?b  term5  ?f   => ?a  term16  ?b   0.531468531
?f  term13  ?a  ?b  term5  ?f   => ?a  term16  ?b   0.5073891629999999
?a  term17  ?f  ?b  term5  ?f   => ?a  term16  ?b   0.553752535
?b  term15  ?f  ?a  term25  ?f   => ?a  term16  ?b   0.516129032
?f  term21  ?a  ?b  term6  ?f   => ?a  term16  ?b   0.568265683
?f  term17  ?a  ?b  term6  ?f   => ?a  term16  ?b   0.522641509
?a  term21  ?f  ?b  term6  ?f   => ?a  term16  ?b   0.556372549
?b  term13  ?f  ?f  term6  ?a   => ?a  term16  ?b   0.508287293
?b  term17  ?f  ?f  term6  ?a   => ?a  term16  ?b   0.507306889
?b  term12  ?f  ?f  term6  ?a   => ?a  term16  ?b   0.567237164
?b  term12  ?f  ?a  term15  ?f   => ?a  term16  ?b   0.531914894
?b  term22  ?f  ?f  term4  ?a   => ?a  term16  ?b   0.552511416
?f  term14  ?a  ?b  term22  ?f   => ?a  term16  ?b   0.516129032
?f  term20  ?a  ?b  term22  ?f   => ?a  term16  ?b   0.576923077
?a  term11  ?f  ?f  term19  ?b   => ?a  term16  ?b   0.538461538
?b  term14  ?f  ?f  term5  ?a   => ?a  term16  ?b   0.564102564
?b  term14  ?f  ?f  term6  ?a   => ?a  term16  ?b   0.514285714
?b  term14  ?f  ?a  term15  ?f   => ?a  term16  ?b   0.56462585
?a  term18  ?f  ?f  term25  ?b   => ?a  term16  ?b   0.545454545
?f  term19  ?b  ?a  term9  ?f   => ?a  term16  ?b   0.534883721
?f  term15  ?b  ?a  term17  ?f   => ?a  term16  ?b   0.523326572
?f  term12  ?b  ?a  term15  ?f   => ?a  term16  ?b   0.509090909
?a  term25  ?f  ?f  term5  ?b   => ?a  term16  ?b   0.705882353
?f  term15  ?b  ?a  term21  ?f   => ?a  term16  ?b   0.526570048
?e  term17  ?b  ?e  term6  ?a   => ?a  term16  ?b   0.5274102079999999
?e  term24  ?a  ?e  term4  ?b   => ?a  term16  ?b   0.846153846
?e  term15  ?b  ?e  term17  ?a   => ?a  term16  ?b   0.522375215
?e  term15  ?b  ?e  term21  ?a   => ?a  term16  ?b   0.57029703
?e  term22  ?b  ?e  term4  ?a   => ?a  term16  ?b   0.519607843
?e  term20  ?a  ?e  term22  ?b   => ?a  term16  ?b   0.583333333
?e  term14  ?a  ?e  term22  ?b   => ?a  term16  ?b   0.5
?e  term12  ?b  ?e  term6  ?a   => ?a  term16  ?b   0.546925566
?e  term14  ?b  ?e  term6  ?a   => ?a  term16  ?b   0.636363636
?b  term17  ?f  ?a  term5  ?f   => ?a  term7  ?b   0.584178499
?f  term15  ?a  ?b  term21  ?f   => ?a  term7  ?b   0.5507246379999999
?b  term21  ?f  ?a  term6  ?f   => ?a  term7  ?b   0.5735294120000001
?b  term24  ?f  ?a  term6  ?f   => ?a  term7  ?b   0.7857142859999999
?f  term13  ?b  ?a  term5  ?f   => ?a  term7  ?b   0.556650246
?f  term17  ?b  ?a  term5  ?f   => ?a  term7  ?b   0.531626506
?f  term21  ?b  ?a  term6  ?f   => ?a  term7  ?b   0.603321033
?f  term13  ?b  ?a  term6  ?f   => ?a  term7  ?b   0.5016556289999999
?f  term24  ?b  ?a  term6  ?f   => ?a  term7  ?b   0.666666667
?a  term17  ?f  ?f  term6  ?b   => ?a  term7  ?b   0.530271399
?a  term13  ?f  ?f  term6  ?b   => ?a  term7  ?b   0.523020258
?a  term12  ?f  ?f  term6  ?b   => ?a  term7  ?b   0.579462103
?a  term14  ?f  ?f  term6  ?b   => ?a  term7  ?b   0.542857143
?a  term21  ?f  ?f  term6  ?b   => ?a  term7  ?b   0.508571429
?e  term10  ?b  ?e  term19  ?a   => ?a  term7  ?b   0.583333333
?e  term17  ?a  ?e  term6  ?b   => ?a  term7  ?b   0.52362949
?e  term12  ?a  ?e  term6  ?b   => ?a  term7  ?b   0.556634304
?e  term14  ?a  ?e  term6  ?b   => ?a  term7  ?b   0.5
?e  term13  ?b  ?e  term15  ?a   => ?a  term7  ?b   0.500674764
?e  term15  ?a  ?e  term21  ?b   => ?a  term7  ?b   0.611881188
